periodid,periodname,periodcode,perioddescription,organisationunitname,cholera cases 5 years +,cholera cases under 5 years,cholera deaths 5 years +,cholera deaths under 5 years
201712,Dec-17,201712,,ha Budiriro PolyClinic,0,0,0,0
201712,Dec-17,201712,,ha Budiriro Satellite Clinic,0,0,0,0
201712,Dec-17,201712,,ha Glen View Maternity Home,0,0,0,0
201712,Dec-17,201712,,ha Glen View PolyClinic,0,0,0,0
201712,Dec-17,201712,,ha Glen View Satellite Clinic,0,0,0,0
201712,Dec-17,201712,,ha Mufakose PolyClinic,0,0,0,0
201712,Dec-17,201712,,ha Starlight,0,0,0,0
201712,Dec-17,201712,,ha Kambuzuma PolyClinic,0,0,0,0
201712,Dec-17,201712,,ha Kuwadzana Phase 4,0,0,0,0
201712,Dec-17,201712,,ha Kuwadzana PolyClinic,0,0,0,0
201712,Dec-17,201712,,ha Warren Park PolyClinic,0,0,0,0
201801,Jan-18,201801,,ha Caledonia sate,0,0,0,0
201801,Jan-18,201801,,ha Eastley FHS Clinic,0,0,0,0
201801,Jan-18,201801,,ha Chitungwiza Central Hospital,0,0,0,0
201801,Jan-18,201801,,ha Harare Central Hospital,0,0,0,0
201801,Jan-18,201801,,ha Parirenyatwa Group of Hospitals,0,0,0,0
201801,Jan-18,201801,,ha Greendale FHS Clinic,0,0,0,0
201801,Jan-18,201801,,ha Highlands Primary Care Clinic,0,0,0,0
201801,Jan-18,201801,,ha Mabvuku PolyClinic,0,0,0,0
201801,Jan-18,201801,,ha Mabvuku Satellite,0,0,0,0
201801,Jan-18,201801,,ha Manyame Airbase Hospital,0,0,0,0
201801,Jan-18,201801,,ha Pacific,0,0,0,0
201801,Jan-18,201801,,ha Tafara FHS Clinic,0,0,0,0
201801,Jan-18,201801,,ha Arcadia Clinic,0,0,0,0
201801,Jan-18,201801,,ha Arcadia Medical Center,0,0,0,0
201801,Jan-18,201801,,ha Avenues Clinic Hospital,0,0,0,0
201801,Jan-18,201801,,ha Baines Avenue Clinic,0,0,0,0
201801,Jan-18,201801,,ha Braeside FHS Clinic,0,0,0,0
201801,Jan-18,201801,,ha Cimas Chinhoyi Clinic,0,0,0,0
201801,Jan-18,201801,,ha Delta Graniteside Clinic,0,0,0,0
201801,Jan-18,201801,,ha Gonda Hospital,0,0,0,0
201801,Jan-18,201801,,ha Harare City Private Institutions,0,0,0,0
201801,Jan-18,201801,,ha Harare Polytechnic Clinic,0,0,0,0
201801,Jan-18,201801,,ha Harare city centre VMMC clinic,0,0,0,0
201801,Jan-18,201801,,ha Hatfield Clinic,0,0,0,0
201801,Jan-18,201801,,ha Insco Wellness Clinic,0,0,0,0
201801,Jan-18,201801,,ha Metropolitan Clinic,0,0,0,0
201801,Jan-18,201801,,ha New Cranborne,0,0,0,0
201801,Jan-18,201801,,"ha PSI New start Centre, Kwame",0,0,0,0
201801,Jan-18,201801,,ha Parirenyatwa Clinic,0,0,0,0
201801,Jan-18,201801,,ha Prospect Palms,0,0,0,0
201801,Jan-18,201801,,ha Queen of Peace,0,0,0,0
201801,Jan-18,201801,,ha Red Crescent Society,0,0,0,0
201801,Jan-18,201801,,ha Roland Square Clinic,0,0,0,0
201801,Jan-18,201801,,ha St Annes Hospital,0,0,0,0
201801,Jan-18,201801,,ha West End Hospital,0,0,0,0
201801,Jan-18,201801,,ha Beatrice Road Hospital,0,0,0,0
201801,Jan-18,201801,,ha Wilkins Infectious Diseases Hospital,0,0,0,0
201801,Jan-18,201801,,ha Avondale Clinic,0,0,0,0
201801,Jan-18,201801,,ha Belvedere Satellite Clinic,0,0,0,0
201801,Jan-18,201801,,ha Mabelreign Satellite Clinic,0,0,0,0
201801,Jan-18,201801,,ha Marlborough Satellite Clinic,0,0,0,0
201801,Jan-18,201801,,ha Roland Square clini,0,0,0,0
201801,Jan-18,201801,,ha Rujeko PolyClinic,0,0,0,0
201801,Jan-18,201801,,ha ZAPSO,0,0,0,0
201801,Jan-18,201801,,ha Borrowdale Clinic,0,0,0,0
201801,Jan-18,201801,,ha Hatcliffe PolyClinic,0,0,0,0
201801,Jan-18,201801,,ha Highlands FHS Clinic,0,0,0,0
201801,Jan-18,201801,,ha Morris Depot Camp Hospital,0,0,0,0
201801,Jan-18,201801,,ha Mount Pleasant Clinic,0,0,0,0
201801,Jan-18,201801,,ha Newlands Clinic,0,0,0,0
201801,Jan-18,201801,,ha University of Zimbabwe,0,0,0,0
201801,Jan-18,201801,,ha Glen Norah Medical Centre,0,0,0,0
201801,Jan-18,201801,,ha Glen Norah Satellite Clinic,0,0,0,0
201801,Jan-18,201801,,ha Highfield PolyClinic,0,0,0,0
201801,Jan-18,201801,,ha Rutsanana PolyClinic,0,0,0,0
201801,Jan-18,201801,,ha Southerton Clinic,0,0,0,0
201801,Jan-18,201801,,ha Spilhaus,0,0,0,0
201801,Jan-18,201801,,ha Spilhaus_Data,0,0,0,0
201801,Jan-18,201801,,ha Vee’s Health Centre,0,0,0,0
201801,Jan-18,201801,,ha Western Triangle Clinic,0,0,0,0
201801,Jan-18,201801,,ha Dunameon,0,0,0,0
201801,Jan-18,201801,,ha Hopley Clinic,0,0,0,0
201801,Jan-18,201801,,ha Matapi Clinic,0,0,0,0
201801,Jan-18,201801,,ha Mbare Hostels Clinic,0,0,0,0
201801,Jan-18,201801,,ha Mbare PolyClinic,0,0,0,0
201801,Jan-18,201801,,ha Sunningdale Clinic,0,0,0,0
201801,Jan-18,201801,,ha Waterfalls Clinic,0,0,0,0
201801,Jan-18,201801,,ha Budiriro PolyClinic,0,0,0,0
201801,Jan-18,201801,,ha Budiriro Satellite Clinic,0,0,0,0
201801,Jan-18,201801,,ha Glen View Maternity Home,0,0,0,0
201801,Jan-18,201801,,ha Glen View PolyClinic,0,0,0,0
201801,Jan-18,201801,,ha Glen View Satellite Clinic,0,0,0,0
201801,Jan-18,201801,,ha Mufakose PolyClinic,0,0,0,0
201801,Jan-18,201801,,ha Starlight,0,0,0,0
201801,Jan-18,201801,,ha Kambuzuma PolyClinic,0,0,0,0
201801,Jan-18,201801,,ha Kuwadzana Phase 4,0,0,0,0
201801,Jan-18,201801,,ha Kuwadzana PolyClinic,0,0,0,0
201801,Jan-18,201801,,ha Warren Park PolyClinic,0,0,0,0
201802,Feb-18,201802,,ha Caledonia sate,0,0,0,0
201802,Feb-18,201802,,ha Eastley FHS Clinic,0,0,0,0
201802,Feb-18,201802,,ha Chitungwiza Central Hospital,0,0,0,0
201802,Feb-18,201802,,ha Harare Central Hospital,0,0,0,0
201802,Feb-18,201802,,ha Parirenyatwa Group of Hospitals,0,0,0,0
201802,Feb-18,201802,,ha Greendale FHS Clinic,0,0,0,0
201802,Feb-18,201802,,ha Highlands Primary Care Clinic,0,0,0,0
201802,Feb-18,201802,,ha Mabvuku PolyClinic,0,0,0,0
201802,Feb-18,201802,,ha Mabvuku Satellite,0,0,0,0
201802,Feb-18,201802,,ha Manyame Airbase Hospital,0,0,0,0
201802,Feb-18,201802,,ha Pacific,0,0,0,0
201802,Feb-18,201802,,ha Tafara FHS Clinic,0,0,0,0
201802,Feb-18,201802,,ha Arcadia Clinic,0,0,0,0
201802,Feb-18,201802,,ha Arcadia Medical Center,0,0,0,0
201802,Feb-18,201802,,ha Avenues Clinic Hospital,0,0,0,0
201802,Feb-18,201802,,ha Baines Avenue Clinic,0,0,0,0
201802,Feb-18,201802,,ha Braeside FHS Clinic,0,0,0,0
201802,Feb-18,201802,,ha Cimas Chinhoyi Clinic,0,0,0,0
201802,Feb-18,201802,,ha Delta Graniteside Clinic,0,0,0,0
201802,Feb-18,201802,,ha Gonda Hospital,0,0,0,0
201802,Feb-18,201802,,ha Harare City Private Institutions,0,0,0,0
201802,Feb-18,201802,,ha Harare Polytechnic Clinic,0,0,0,0
201802,Feb-18,201802,,ha Harare city centre VMMC clinic,0,0,0,0
201802,Feb-18,201802,,ha Hatfield Clinic,0,0,0,0
201802,Feb-18,201802,,ha Insco Wellness Clinic,0,0,0,0
201802,Feb-18,201802,,ha Metropolitan Clinic,0,0,0,0
201802,Feb-18,201802,,ha New Cranborne,0,0,0,0
201802,Feb-18,201802,,"ha PSI New start Centre, Kwame",0,0,0,0
201802,Feb-18,201802,,ha Parirenyatwa Clinic,0,0,0,0
201802,Feb-18,201802,,ha Prospect Palms,0,0,0,0
201802,Feb-18,201802,,ha Queen of Peace,0,0,0,0
201802,Feb-18,201802,,ha Red Crescent Society,0,0,0,0
201802,Feb-18,201802,,ha Roland Square Clinic,0,0,0,0
201802,Feb-18,201802,,ha St Annes Hospital,0,0,0,0
201802,Feb-18,201802,,ha West End Hospital,0,0,0,0
201802,Feb-18,201802,,ha Beatrice Road Hospital,0,0,0,0
201802,Feb-18,201802,,ha Wilkins Infectious Diseases Hospital,0,0,0,0
201802,Feb-18,201802,,ha Avondale Clinic,0,0,0,0
201802,Feb-18,201802,,ha Belvedere Satellite Clinic,0,0,0,0
201802,Feb-18,201802,,ha Mabelreign Satellite Clinic,0,0,0,0
201802,Feb-18,201802,,ha Marlborough Satellite Clinic,0,0,0,0
201802,Feb-18,201802,,ha Roland Square clini,0,0,0,0
201802,Feb-18,201802,,ha Rujeko PolyClinic,0,0,0,0
201802,Feb-18,201802,,ha ZAPSO,0,0,0,0
201802,Feb-18,201802,,ha Borrowdale Clinic,0,0,0,0
201802,Feb-18,201802,,ha Hatcliffe PolyClinic,0,0,0,0
201802,Feb-18,201802,,ha Highlands FHS Clinic,0,0,0,0
201802,Feb-18,201802,,ha Morris Depot Camp Hospital,0,0,0,0
201802,Feb-18,201802,,ha Mount Pleasant Clinic,0,0,0,0
201802,Feb-18,201802,,ha Newlands Clinic,0,0,0,0
201802,Feb-18,201802,,ha University of Zimbabwe,0,0,0,0
201802,Feb-18,201802,,ha Glen Norah Medical Centre,0,0,0,0
201802,Feb-18,201802,,ha Glen Norah Satellite Clinic,0,0,0,0
201802,Feb-18,201802,,ha Highfield PolyClinic,0,0,0,0
201802,Feb-18,201802,,ha Rutsanana PolyClinic,0,0,0,0
201802,Feb-18,201802,,ha Southerton Clinic,0,0,0,0
201802,Feb-18,201802,,ha Spilhaus,0,0,0,0
201802,Feb-18,201802,,ha Spilhaus_Data,0,0,0,0
201802,Feb-18,201802,,ha Vee’s Health Centre,0,0,0,0
201802,Feb-18,201802,,ha Western Triangle Clinic,0,0,0,0
201802,Feb-18,201802,,ha Dunameon,0,0,0,0
201802,Feb-18,201802,,ha Hopley Clinic,0,0,0,0
201802,Feb-18,201802,,ha Matapi Clinic,0,0,0,0
201802,Feb-18,201802,,ha Mbare Hostels Clinic,0,0,0,0
201802,Feb-18,201802,,ha Mbare PolyClinic,0,0,0,0
201802,Feb-18,201802,,ha Sunningdale Clinic,0,0,0,0
201802,Feb-18,201802,,ha Waterfalls Clinic,0,0,0,0
201802,Feb-18,201802,,ha Budiriro PolyClinic,0,0,0,0
201802,Feb-18,201802,,ha Budiriro Satellite Clinic,0,0,0,0
201802,Feb-18,201802,,ha Glen View Maternity Home,0,0,0,0
201802,Feb-18,201802,,ha Glen View PolyClinic,0,0,0,0
201802,Feb-18,201802,,ha Glen View Satellite Clinic,0,0,0,0
201802,Feb-18,201802,,ha Mufakose PolyClinic,0,0,0,0
201802,Feb-18,201802,,ha Starlight,0,0,0,0
201802,Feb-18,201802,,ha Kambuzuma PolyClinic,0,0,0,0
201802,Feb-18,201802,,ha Kuwadzana Phase 4,0,0,0,0
201802,Feb-18,201802,,ha Kuwadzana PolyClinic,0,0,0,0
201802,Feb-18,201802,,ha Warren Park PolyClinic,0,0,0,0
201803,Mar-18,201803,,ha Caledonia sate,0,0,0,0
201803,Mar-18,201803,,ha Eastley FHS Clinic,0,0,0,0
201803,Mar-18,201803,,ha Chitungwiza Central Hospital,0,0,0,0
201803,Mar-18,201803,,ha Harare Central Hospital,1,0,0,0
201803,Mar-18,201803,,ha Parirenyatwa Group of Hospitals,1,0,0,0
201803,Mar-18,201803,,ha Greendale FHS Clinic,0,0,0,0
201803,Mar-18,201803,,ha Highlands Primary Care Clinic,0,0,0,0
201803,Mar-18,201803,,ha Mabvuku PolyClinic,0,0,0,0
201803,Mar-18,201803,,ha Mabvuku Satellite,0,0,0,0
201803,Mar-18,201803,,ha Manyame Airbase Hospital,0,0,0,0
201803,Mar-18,201803,,ha Pacific,0,0,0,0
201803,Mar-18,201803,,ha Tafara FHS Clinic,0,0,0,0
201803,Mar-18,201803,,ha Arcadia Clinic,0,0,0,0
201803,Mar-18,201803,,ha Arcadia Medical Center,0,0,0,0
201803,Mar-18,201803,,ha Avenues Clinic Hospital,0,0,0,0
201803,Mar-18,201803,,ha Baines Avenue Clinic,0,0,0,0
201803,Mar-18,201803,,ha Braeside FHS Clinic,0,0,0,0
201803,Mar-18,201803,,ha Cimas Chinhoyi Clinic,0,0,0,0
201803,Mar-18,201803,,ha Delta Graniteside Clinic,0,0,0,0
201803,Mar-18,201803,,ha Gonda Hospital,0,0,0,0
201803,Mar-18,201803,,ha Harare City Private Institutions,0,0,0,0
201803,Mar-18,201803,,ha Harare Polytechnic Clinic,0,0,0,0
201803,Mar-18,201803,,ha Harare city centre VMMC clinic,0,0,0,0
201803,Mar-18,201803,,ha Hatfield Clinic,0,0,0,0
201803,Mar-18,201803,,ha Insco Wellness Clinic,0,0,0,0
201803,Mar-18,201803,,ha Metropolitan Clinic,0,0,0,0
201803,Mar-18,201803,,ha New Cranborne,0,0,0,0
201803,Mar-18,201803,,"ha PSI New start Centre, Kwame",0,0,0,0
201803,Mar-18,201803,,ha Parirenyatwa Clinic,0,0,0,0
201803,Mar-18,201803,,ha Prospect Palms,0,0,0,0
201803,Mar-18,201803,,ha Queen of Peace,0,0,0,0
201803,Mar-18,201803,,ha Red Crescent Society,0,0,0,0
201803,Mar-18,201803,,ha Roland Square Clinic,0,0,0,0
201803,Mar-18,201803,,ha St Annes Hospital,0,0,0,0
201803,Mar-18,201803,,ha West End Hospital,0,0,0,0
201803,Mar-18,201803,,ha Beatrice Road Hospital,0,0,0,0
201803,Mar-18,201803,,ha Wilkins Infectious Diseases Hospital,0,0,0,0
201803,Mar-18,201803,,ha Avondale Clinic,0,0,0,0
201803,Mar-18,201803,,ha Belvedere Satellite Clinic,0,0,0,0
201803,Mar-18,201803,,ha Mabelreign Satellite Clinic,0,0,0,0
201803,Mar-18,201803,,ha Marlborough Satellite Clinic,0,0,0,0
201803,Mar-18,201803,,ha Roland Square clini,0,0,0,0
201803,Mar-18,201803,,ha Rujeko PolyClinic,0,0,0,0
201803,Mar-18,201803,,ha ZAPSO,0,0,0,0
201803,Mar-18,201803,,ha Borrowdale Clinic,0,0,0,0
201803,Mar-18,201803,,ha Hatcliffe PolyClinic,0,0,0,0
201803,Mar-18,201803,,ha Highlands FHS Clinic,0,0,0,0
201803,Mar-18,201803,,ha Morris Depot Camp Hospital,0,0,0,0
201803,Mar-18,201803,,ha Mount Pleasant Clinic,0,0,0,0
201803,Mar-18,201803,,ha Newlands Clinic,0,0,0,0
201803,Mar-18,201803,,ha University of Zimbabwe,0,0,0,0
201803,Mar-18,201803,,ha Glen Norah Medical Centre,0,0,0,0
201803,Mar-18,201803,,ha Glen Norah Satellite Clinic,0,0,0,0
201803,Mar-18,201803,,ha Highfield PolyClinic,0,0,0,0
201803,Mar-18,201803,,ha Rutsanana PolyClinic,0,0,0,0
201803,Mar-18,201803,,ha Southerton Clinic,0,0,0,0
201803,Mar-18,201803,,ha Spilhaus,0,0,0,0
201803,Mar-18,201803,,ha Spilhaus_Data,0,0,0,0
201803,Mar-18,201803,,ha Vee’s Health Centre,0,0,0,0
201803,Mar-18,201803,,ha Western Triangle Clinic,0,0,0,0
201803,Mar-18,201803,,ha Dunameon,0,0,0,0
201803,Mar-18,201803,,ha Hopley Clinic,0,0,0,0
201803,Mar-18,201803,,ha Matapi Clinic,0,0,0,0
201803,Mar-18,201803,,ha Mbare Hostels Clinic,0,0,0,0
201803,Mar-18,201803,,ha Mbare PolyClinic,0,0,0,0
201803,Mar-18,201803,,ha Sunningdale Clinic,0,0,0,0
201803,Mar-18,201803,,ha Waterfalls Clinic,0,0,0,0
201803,Mar-18,201803,,ha Budiriro PolyClinic,0,0,0,0
201803,Mar-18,201803,,ha Budiriro Satellite Clinic,0,0,0,0
201803,Mar-18,201803,,ha Glen View Maternity Home,0,0,0,0
201803,Mar-18,201803,,ha Glen View PolyClinic,0,0,0,0
201803,Mar-18,201803,,ha Glen View Satellite Clinic,0,0,0,0
201803,Mar-18,201803,,ha Mufakose PolyClinic,0,0,0,0
201803,Mar-18,201803,,ha Starlight,0,0,0,0
201803,Mar-18,201803,,ha Kambuzuma PolyClinic,0,0,0,0
201803,Mar-18,201803,,ha Kuwadzana Phase 4,0,0,0,0
201803,Mar-18,201803,,ha Kuwadzana PolyClinic,0,0,0,0
201803,Mar-18,201803,,ha Warren Park PolyClinic,0,0,0,0
201804,Apr-18,201804,,ha Caledonia sate,0,0,0,0
201804,Apr-18,201804,,ha Eastley FHS Clinic,0,0,0,0
201804,Apr-18,201804,,ha Chitungwiza Central Hospital,0,0,0,0
201804,Apr-18,201804,,ha Harare Central Hospital,0,0,0,0
201804,Apr-18,201804,,ha Parirenyatwa Group of Hospitals,0,0,0,0
201804,Apr-18,201804,,ha Greendale FHS Clinic,0,0,0,0
201804,Apr-18,201804,,ha Highlands Primary Care Clinic,0,0,0,0
201804,Apr-18,201804,,ha Mabvuku PolyClinic,0,0,0,0
201804,Apr-18,201804,,ha Mabvuku Satellite,0,0,0,0
201804,Apr-18,201804,,ha Manyame Airbase Hospital,0,0,0,0
201804,Apr-18,201804,,ha Pacific,0,0,0,0
201804,Apr-18,201804,,ha Tafara FHS Clinic,0,0,0,0
201804,Apr-18,201804,,ha Arcadia Clinic,0,0,0,0
201804,Apr-18,201804,,ha Arcadia Medical Center,0,0,0,0
201804,Apr-18,201804,,ha Avenues Clinic Hospital,0,0,0,0
201804,Apr-18,201804,,ha Baines Avenue Clinic,0,0,0,0
201804,Apr-18,201804,,ha Braeside FHS Clinic,0,0,0,0
201804,Apr-18,201804,,ha Cimas Chinhoyi Clinic,0,0,0,0
201804,Apr-18,201804,,ha Delta Graniteside Clinic,0,0,0,0
201804,Apr-18,201804,,ha Gonda Hospital,0,0,0,0
201804,Apr-18,201804,,ha Harare City Private Institutions,0,0,0,0
201804,Apr-18,201804,,ha Harare Polytechnic Clinic,0,0,0,0
201804,Apr-18,201804,,ha Harare city centre VMMC clinic,0,0,0,0
201804,Apr-18,201804,,ha Hatfield Clinic,0,0,0,0
201804,Apr-18,201804,,ha Insco Wellness Clinic,0,0,0,0
201804,Apr-18,201804,,ha Metropolitan Clinic,0,0,0,0
201804,Apr-18,201804,,ha New Cranborne,0,0,0,0
201804,Apr-18,201804,,"ha PSI New start Centre, Kwame",0,0,0,0
201804,Apr-18,201804,,ha Parirenyatwa Clinic,0,0,0,0
201804,Apr-18,201804,,ha Prospect Palms,0,0,0,0
201804,Apr-18,201804,,ha Queen of Peace,0,0,0,0
201804,Apr-18,201804,,ha Red Crescent Society,0,0,0,0
201804,Apr-18,201804,,ha Roland Square Clinic,0,0,0,0
201804,Apr-18,201804,,ha St Annes Hospital,0,0,0,0
201804,Apr-18,201804,,ha West End Hospital,0,0,0,0
201804,Apr-18,201804,,ha Beatrice Road Hospital,0,0,0,0
201804,Apr-18,201804,,ha Wilkins Infectious Diseases Hospital,0,0,0,0
201804,Apr-18,201804,,ha Avondale Clinic,0,0,0,0
201804,Apr-18,201804,,ha Belvedere Satellite Clinic,0,0,0,0
201804,Apr-18,201804,,ha Mabelreign Satellite Clinic,0,0,0,0
201804,Apr-18,201804,,ha Marlborough Satellite Clinic,0,0,0,0
201804,Apr-18,201804,,ha Roland Square clini,0,0,0,0
201804,Apr-18,201804,,ha Rujeko PolyClinic,0,0,0,0
201804,Apr-18,201804,,ha ZAPSO,0,0,0,0
201804,Apr-18,201804,,ha Borrowdale Clinic,0,0,0,0
201804,Apr-18,201804,,ha Hatcliffe PolyClinic,0,0,0,0
201804,Apr-18,201804,,ha Highlands FHS Clinic,0,0,0,0
201804,Apr-18,201804,,ha Morris Depot Camp Hospital,0,0,0,0
201804,Apr-18,201804,,ha Mount Pleasant Clinic,0,0,0,0
201804,Apr-18,201804,,ha Newlands Clinic,0,0,0,0
201804,Apr-18,201804,,ha University of Zimbabwe,0,0,0,0
201804,Apr-18,201804,,ha Glen Norah Medical Centre,0,0,0,0
201804,Apr-18,201804,,ha Glen Norah Satellite Clinic,0,0,0,0
201804,Apr-18,201804,,ha Highfield PolyClinic,0,0,0,0
201804,Apr-18,201804,,ha Rutsanana PolyClinic,0,0,0,0
201804,Apr-18,201804,,ha Southerton Clinic,0,0,0,0
201804,Apr-18,201804,,ha Spilhaus,0,0,0,0
201804,Apr-18,201804,,ha Spilhaus_Data,0,0,0,0
201804,Apr-18,201804,,ha Vee’s Health Centre,0,0,0,0
201804,Apr-18,201804,,ha Western Triangle Clinic,0,0,0,0
201804,Apr-18,201804,,ha Dunameon,0,0,0,0
201804,Apr-18,201804,,ha Hopley Clinic,0,0,0,0
201804,Apr-18,201804,,ha Matapi Clinic,0,0,0,0
201804,Apr-18,201804,,ha Mbare Hostels Clinic,0,0,0,0
201804,Apr-18,201804,,ha Mbare PolyClinic,0,0,0,0
201804,Apr-18,201804,,ha Sunningdale Clinic,0,0,0,0
201804,Apr-18,201804,,ha Waterfalls Clinic,0,0,0,0
201804,Apr-18,201804,,ha Budiriro PolyClinic,0,0,0,0
201804,Apr-18,201804,,ha Budiriro Satellite Clinic,0,0,0,0
201804,Apr-18,201804,,ha Glen View Maternity Home,0,0,0,0
201804,Apr-18,201804,,ha Glen View PolyClinic,0,0,0,0
201804,Apr-18,201804,,ha Glen View Satellite Clinic,0,0,0,0
201804,Apr-18,201804,,ha Mufakose PolyClinic,0,0,0,0
201804,Apr-18,201804,,ha Starlight,0,0,0,0
201804,Apr-18,201804,,ha Kambuzuma PolyClinic,0,0,0,0
201804,Apr-18,201804,,ha Kuwadzana Phase 4,0,0,0,0
201804,Apr-18,201804,,ha Kuwadzana PolyClinic,0,0,0,0
201804,Apr-18,201804,,ha Warren Park PolyClinic,0,0,0,0
201805,May-18,201805,,ha Caledonia sate,0,0,0,0
201805,May-18,201805,,ha Eastley FHS Clinic,0,0,0,0
201805,May-18,201805,,ha Chitungwiza Central Hospital,0,0,0,0
201805,May-18,201805,,ha Harare Central Hospital,0,0,0,0
201805,May-18,201805,,ha Parirenyatwa Group of Hospitals,0,0,0,0
201805,May-18,201805,,ha Greendale FHS Clinic,0,0,0,0
201805,May-18,201805,,ha Highlands Primary Care Clinic,0,0,0,0
201805,May-18,201805,,ha Mabvuku PolyClinic,0,0,0,0
201805,May-18,201805,,ha Mabvuku Satellite,0,0,0,0
201805,May-18,201805,,ha Manyame Airbase Hospital,0,0,0,0
201805,May-18,201805,,ha Pacific,0,0,0,0
201805,May-18,201805,,ha Tafara FHS Clinic,0,0,0,0
201805,May-18,201805,,ha Arcadia Clinic,0,0,0,0
201805,May-18,201805,,ha Arcadia Medical Center,0,0,0,0
201805,May-18,201805,,ha Avenues Clinic Hospital,0,0,0,0
201805,May-18,201805,,ha Baines Avenue Clinic,0,0,0,0
201805,May-18,201805,,ha Braeside FHS Clinic,0,0,0,0
201805,May-18,201805,,ha Cimas Chinhoyi Clinic,0,0,0,0
201805,May-18,201805,,ha Delta Graniteside Clinic,0,0,0,0
201805,May-18,201805,,ha Gonda Hospital,0,0,0,0
201805,May-18,201805,,ha Harare City Private Institutions,0,0,0,0
201805,May-18,201805,,ha Harare Polytechnic Clinic,0,0,0,0
201805,May-18,201805,,ha Harare city centre VMMC clinic,0,0,0,0
201805,May-18,201805,,ha Hatfield Clinic,0,0,0,0
201805,May-18,201805,,ha Insco Wellness Clinic,0,0,0,0
201805,May-18,201805,,ha Metropolitan Clinic,0,0,0,0
201805,May-18,201805,,ha New Cranborne,0,0,0,0
201805,May-18,201805,,"ha PSI New start Centre, Kwame",0,0,0,0
201805,May-18,201805,,ha Parirenyatwa Clinic,0,0,0,0
201805,May-18,201805,,ha Prospect Palms,0,0,0,0
201805,May-18,201805,,ha Queen of Peace,0,0,0,0
201805,May-18,201805,,ha Red Crescent Society,0,0,0,0
201805,May-18,201805,,ha Roland Square Clinic,0,0,0,0
201805,May-18,201805,,ha St Annes Hospital,0,0,0,0
201805,May-18,201805,,ha West End Hospital,0,0,0,0
201805,May-18,201805,,ha Beatrice Road Hospital,0,0,0,0
201805,May-18,201805,,ha Wilkins Infectious Diseases Hospital,0,0,0,0
201805,May-18,201805,,ha Avondale Clinic,0,0,0,0
201805,May-18,201805,,ha Belvedere Satellite Clinic,0,0,0,0
201805,May-18,201805,,ha Mabelreign Satellite Clinic,0,0,0,0
201805,May-18,201805,,ha Marlborough Satellite Clinic,0,0,0,0
201805,May-18,201805,,ha Roland Square clini,0,0,0,0
201805,May-18,201805,,ha Rujeko PolyClinic,0,0,0,0
201805,May-18,201805,,ha ZAPSO,0,0,0,0
201805,May-18,201805,,ha Borrowdale Clinic,0,0,0,0
201805,May-18,201805,,ha Hatcliffe PolyClinic,0,0,0,0
201805,May-18,201805,,ha Highlands FHS Clinic,0,0,0,0
201805,May-18,201805,,ha Morris Depot Camp Hospital,0,0,0,0
201805,May-18,201805,,ha Mount Pleasant Clinic,0,0,0,0
201805,May-18,201805,,ha Newlands Clinic,0,0,0,0
201805,May-18,201805,,ha University of Zimbabwe,0,0,0,0
201805,May-18,201805,,ha Glen Norah Medical Centre,0,0,0,0
201805,May-18,201805,,ha Glen Norah Satellite Clinic,0,0,0,0
201805,May-18,201805,,ha Highfield PolyClinic,0,0,0,0
201805,May-18,201805,,ha Rutsanana PolyClinic,0,0,0,0
201805,May-18,201805,,ha Southerton Clinic,0,0,0,0
201805,May-18,201805,,ha Spilhaus,0,0,0,0
201805,May-18,201805,,ha Spilhaus_Data,0,0,0,0
201805,May-18,201805,,ha Vee’s Health Centre,0,0,0,0
201805,May-18,201805,,ha Western Triangle Clinic,0,0,0,0
201805,May-18,201805,,ha Dunameon,0,0,0,0
201805,May-18,201805,,ha Hopley Clinic,0,0,0,0
201805,May-18,201805,,ha Matapi Clinic,0,0,0,0
201805,May-18,201805,,ha Mbare Hostels Clinic,0,0,0,0
201805,May-18,201805,,ha Mbare PolyClinic,0,0,0,0
201805,May-18,201805,,ha Sunningdale Clinic,0,0,0,0
201805,May-18,201805,,ha Waterfalls Clinic,0,0,0,0
201805,May-18,201805,,ha Budiriro PolyClinic,0,0,0,0
201805,May-18,201805,,ha Budiriro Satellite Clinic,0,0,0,0
201805,May-18,201805,,ha Glen View Maternity Home,0,0,0,0
201805,May-18,201805,,ha Glen View PolyClinic,0,0,0,0
201805,May-18,201805,,ha Glen View Satellite Clinic,0,0,0,0
201805,May-18,201805,,ha Mufakose PolyClinic,0,0,0,0
201805,May-18,201805,,ha Starlight,0,0,0,0
201805,May-18,201805,,ha Kambuzuma PolyClinic,0,0,0,0
201805,May-18,201805,,ha Kuwadzana Phase 4,0,0,0,0
201805,May-18,201805,,ha Kuwadzana PolyClinic,0,0,0,0
201805,May-18,201805,,ha Warren Park PolyClinic,0,0,0,0
201806,Jun-18,201806,,ha Caledonia sate,0,0,0,0
201806,Jun-18,201806,,ha Eastley FHS Clinic,0,0,0,0
201806,Jun-18,201806,,ha Chitungwiza Central Hospital,0,0,0,0
201806,Jun-18,201806,,ha Harare Central Hospital,0,0,0,0
201806,Jun-18,201806,,ha Parirenyatwa Group of Hospitals,0,0,0,0
201806,Jun-18,201806,,ha Greendale FHS Clinic,0,0,0,0
201806,Jun-18,201806,,ha Highlands Primary Care Clinic,0,0,0,0
201806,Jun-18,201806,,ha Mabvuku PolyClinic,0,0,0,0
